pokedex_number,name,generation,type1,type2,ability1,ability2,base_total,hp,attack,defense,sp_attack,sp_defense,speed,normal,fire,water,grass,electric,rock,ground,flying,fighting,ice,bug,steel,poison,psychic,dark,ghost,fairy,dragon
733,Toucannon,7,normal,flying,Keen Eye,Skill Link,485,80,120,75,75,75,60,1.0,1.0,1.0,0.5,2.0,2.0,0.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,0.0,1.0,1.0
734,Yungoos,7,normal,-,Stakeout,Strong Jaw,253,48,70,30,30,30,45,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
735,Gumshoos,7,normal,-,Stakeout,Strong Jaw,418,88,110,60,55,60,45,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
736,Grubbin,7,bug,-,Swarm,-,300,47,62,45,55,45,46,1.0,2.0,1.0,0.5,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
737,Charjabug,7,bug,electric,Battery,-,400,57,82,95,55,75,36,1.0,2.0,1.0,0.5,0.5,2.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0
738,Vikavolt,7,bug,electric,Levitate,-,500,77,70,90,145,75,43,1.0,2.0,1.0,0.5,0.5,2.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0
739,Crabrawler,7,fighting,-,Hyper Cutter,Iron Fist,338,47,82,57,42,47,63,1.0,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.5,1.0,2.0,1.0
740,Crabominable,7,fighting,ice,Hyper Cutter,Iron Fist,478,97,132,77,62,67,43,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,2.0,1.0
741,Oricorio,7,fire,flying,Dancer,-,476,75,70,70,98,70,93,1.0,0.5,2.0,0.25,2.0,4.0,0.0,1.0,0.5,1.0,0.25,0.5,1.0,1.0,1.0,1.0,0.5,1.0
742,Cutiefly,7,bug,fairy,Honey Gather,Shield Dust,304,40,45,40,55,40,84,1.0,2.0,1.0,0.5,1.0,2.0,0.5,2.0,0.25,1.0,0.5,2.0,2.0,1.0,0.5,1.0,1.0,0.0
743,Ribombee,7,bug,fairy,Honey Gather,Shield Dust,464,60,55,60,95,70,124,1.0,2.0,1.0,0.5,1.0,2.0,0.5,2.0,0.25,1.0,0.5,2.0,2.0,1.0,0.5,1.0,1.0,0.0
744,Rockruff,7,rock,-,Keen Eye,Vital Spirit,280,45,65,40,30,40,60,0.5,0.5,2.0,2.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0
745,Lycanroc,7,rock,-,Keen Eye,Sand Rush,487,85,115,75,55,75,82,0.5,0.5,2.0,2.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0
746,Wishiwashi,7,water,-,Schooling,-,620,45,140,130,140,135,30,1.0,0.5,0.5,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0
747,Mareanie,7,poison,water,Merciless,Limber,305,50,53,62,43,52,45,1.0,0.5,0.5,1.0,2.0,1.0,2.0,1.0,0.5,0.5,0.5,0.5,0.5,2.0,1.0,1.0,0.5,1.0
748,Toxapex,7,poison,water,Merciless,Limber,495,50,63,152,53,142,35,1.0,0.5,0.5,1.0,2.0,1.0,2.0,1.0,0.5,0.5,0.5,0.5,0.5,2.0,1.0,1.0,0.5,1.0
749,Mudbray,7,ground,-,Own Tempo,Stamina,385,70,100,70,45,55,45,1.0,1.0,2.0,2.0,0.0,0.5,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
750,Mudsdale,7,ground,-,Own Tempo,Stamina,500,100,125,100,55,85,35,1.0,1.0,2.0,2.0,0.0,0.5,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
751,Dewpider,7,water,bug,Water Bubble,Water Absorb,269,38,40,52,40,72,27,1.0,1.0,0.5,1.0,2.0,2.0,0.5,2.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0
752,Araquanid,7,water,bug,Water Bubble,Water Absorb,454,68,70,92,50,132,42,1.0,1.0,0.5,1.0,2.0,2.0,0.5,2.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0
753,Fomantis,7,grass,-,Leaf Guard,Contrary,250,40,55,35,50,35,35,1.0,2.0,0.5,0.5,0.5,1.0,0.5,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
754,Lurantis,7,grass,-,Leaf Guard,Contrary,480,70,105,90,80,90,45,1.0,2.0,0.5,0.5,0.5,1.0,0.5,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
755,Morelull,7,grass,fairy,Illuminate,Effect Spore,285,40,35,55,65,75,15,1.0,2.0,0.5,0.5,0.5,1.0,0.5,2.0,0.5,2.0,1.0,2.0,4.0,1.0,0.5,1.0,1.0,0.0
756,Shiinotic,7,grass,fairy,Illuminate,Effect Spore,405,60,45,80,90,100,30,1.0,2.0,0.5,0.5,0.5,1.0,0.5,2.0,0.5,2.0,1.0,2.0,4.0,1.0,0.5,1.0,1.0,0.0
757,Salandit,7,poison,fire,Corrosion,Oblivious,320,48,44,40,71,40,77,1.0,0.5,2.0,0.25,1.0,2.0,4.0,1.0,0.5,0.5,0.25,0.5,0.5,2.0,1.0,1.0,0.25,1.0
758,Salazzle,7,poison,fire,Corrosion,Oblivious,480,68,64,60,111,60,117,1.0,0.5,2.0,0.25,1.0,2.0,4.0,1.0,0.5,0.5,0.25,0.5,0.5,2.0,1.0,1.0,0.25,1.0
759,Stufful,7,normal,fighting,Fluffy,Klutz,340,70,75,50,45,50,50,1.0,1.0,1.0,1.0,1.0,0.5,1.0,2.0,2.0,1.0,0.5,1.0,1.0,2.0,0.5,0.0,2.0,1.0
760,Bewear,7,normal,fighting,Fluffy,Klutz,500,120,125,80,55,60,60,1.0,1.0,1.0,1.0,1.0,0.5,1.0,2.0,2.0,1.0,0.5,1.0,1.0,2.0,0.5,0.0,2.0,1.0
761,Bounsweet,7,grass,-,Leaf Guard,Oblivious,210,42,30,38,30,38,32,1.0,2.0,0.5,0.5,0.5,1.0,0.5,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
762,Steenee,7,grass,-,Leaf Guard,Oblivious,290,52,40,48,40,48,62,1.0,2.0,0.5,0.5,0.5,1.0,0.5,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
763,Tsareena,7,grass,-,Leaf Guard,Queenly Majesty,510,72,120,98,50,98,72,1.0,2.0,0.5,0.5,0.5,1.0,0.5,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
764,Comfey,7,fairy,-,Flower Veil,Triage,485,51,52,90,82,110,100,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,2.0,2.0,1.0,0.5,1.0,1.0,0.0
765,Oranguru,7,normal,psychic,Inner Focus,Telepathy,490,90,60,80,90,110,60,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0
766,Passimian,7,fighting,-,Receiver,Defiant,490,100,120,90,40,60,80,1.0,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.5,1.0,2.0,1.0
767,Wimpod,7,bug,water,Wimp Out,-,230,25,35,40,20,30,80,1.0,1.0,0.5,1.0,2.0,2.0,0.5,2.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0
768,Golisopod,7,bug,water,Emergency Exit,-,530,75,125,140,60,90,40,1.0,1.0,0.5,1.0,2.0,2.0,0.5,2.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0
769,Sandygast,7,ghost,ground,Water Compaction,Sand Veil,320,55,55,80,70,45,15,0.0,1.0,2.0,2.0,0.0,0.5,1.0,1.0,0.0,2.0,0.5,1.0,0.25,1.0,2.0,2.0,1.0,1.0
770,Palossand,7,ghost,ground,Water Compaction,Sand Veil,480,85,75,110,100,75,35,0.0,1.0,2.0,2.0,0.0,0.5,1.0,1.0,0.0,2.0,0.5,1.0,0.25,1.0,2.0,2.0,1.0,1.0
771,Pyukumuku,7,water,-,Innards Out,Unaware,410,55,60,130,30,130,5,1.0,0.5,0.5,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0
772,Type: Null,7,normal,-,Battle Armor,-,534,95,95,95,95,95,59,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
773,Silvally,7,normal,-,RKS System,-,570,95,95,95,95,95,95,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
774,Minior,7,rock,flying,Shields Down,-,500,60,100,60,100,60,120,0.5,0.5,2.0,1.0,2.0,2.0,0.0,0.5,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0
775,Komala,7,normal,-,Comatose,-,480,65,115,65,75,95,65,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
776,Turtonator,7,fire,dragon,Shell Armor,-,485,60,78,135,91,85,36,1.0,0.25,1.0,0.25,0.5,2.0,2.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,2.0
777,Togedemaru,7,electric,steel,Iron Barbs,Lightningrod,435,65,98,63,40,73,96,0.5,2.0,1.0,0.5,0.5,0.5,4.0,0.25,2.0,0.5,0.5,0.25,0.0,0.5,1.0,1.0,0.5,0.5
778,Mimikyu,7,ghost,fairy,Disguise,-,476,55,90,80,50,105,96,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.25,2.0,1.0,1.0,1.0,2.0,1.0,0.0
779,Bruxish,7,water,psychic,Dazzling,Strong Jaw,475,68,105,70,70,70,92,1.0,0.5,0.5,2.0,2.0,1.0,1.0,1.0,0.5,0.5,2.0,0.5,1.0,0.5,2.0,2.0,1.0,1.0
780,Drampa,7,normal,dragon,Berserk,Sap Sipper,485,78,60,85,135,91,36,1.0,0.5,0.5,0.5,0.5,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0
781,Dhelmise,7,ghost,grass,Steelworker,-,517,70,131,100,86,90,40,0.0,2.0,0.5,0.5,0.5,1.0,0.5,2.0,0.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0
782,Jangmo-o,7,dragon,-,Bulletproof,Soundproof,300,45,55,65,45,45,45,1.0,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0
783,Hakamo-o,7,dragon,fighting,Bulletproof,Soundproof,420,55,75,90,65,70,65,1.0,0.5,0.5,0.5,0.5,0.5,1.0,2.0,1.0,2.0,0.5,1.0,1.0,2.0,0.5,1.0,4.0,2.0
784,Kommo-o,7,dragon,fighting,Bulletproof,Soundproof,600,75,110,125,100,105,85,1.0,0.5,0.5,0.5,0.5,0.5,1.0,2.0,1.0,2.0,0.5,1.0,1.0,2.0,0.5,1.0,4.0,2.0
785,Tapu Koko,7,electric,fairy,Electric Surge,Telepathy,570,70,115,85,95,75,130,1.0,1.0,1.0,1.0,0.5,1.0,2.0,0.5,0.5,1.0,0.5,1.0,2.0,1.0,0.5,1.0,1.0,0.0
786,Tapu Lele,7,psychic,fairy,Psychic Surge,Telepathy,570,70,85,75,130,115,95,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,1.0,2.0,2.0,0.5,1.0,2.0,1.0,0.0
787,Tapu Bulu,7,grass,fairy,Grassy Surge,Telepathy,570,70,130,115,85,95,75,1.0,2.0,0.5,0.5,0.5,1.0,0.5,2.0,0.5,2.0,1.0,2.0,4.0,1.0,0.5,1.0,1.0,0.0
788,Tapu Fini,7,water,fairy,Misty Surge,Telepathy,570,70,75,115,95,130,85,1.0,0.5,0.5,2.0,2.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,2.0,1.0,0.5,1.0,1.0,0.0
789,Cosmog,7,psychic,-,Unaware,-,200,43,29,31,29,31,37,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0
790,Cosmoem,7,psychic,-,Sturdy,-,400,43,29,131,29,131,37,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0
791,Solgaleo,7,psychic,steel,Full Metal Body,-,680,137,137,107,113,89,97,0.5,2.0,1.0,0.5,1.0,0.5,2.0,0.5,1.0,0.5,1.0,0.5,0.0,0.25,2.0,2.0,0.5,0.5
792,Lunala,7,psychic,ghost,Shadow Shield,-,680,137,113,89,137,107,97,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.5,0.5,4.0,4.0,1.0,1.0
793,Nihilego,7,rock,poison,Beast Boost,-,570,109,53,47,127,131,103,0.5,0.5,2.0,1.0,1.0,1.0,4.0,0.5,1.0,1.0,0.5,2.0,0.25,2.0,1.0,1.0,0.5,1.0
794,Buzzwole,7,bug,fighting,Beast Boost,-,570,107,139,139,53,53,79,1.0,2.0,1.0,0.5,1.0,1.0,0.5,4.0,0.5,1.0,0.5,1.0,1.0,2.0,0.5,1.0,2.0,1.0
795,Pheromosa,7,bug,fighting,Beast Boost,-,570,71,137,37,137,37,151,1.0,2.0,1.0,0.5,1.0,1.0,0.5,4.0,0.5,1.0,0.5,1.0,1.0,2.0,0.5,1.0,2.0,1.0
796,Xurkitree,7,electric,-,Beast Boost,-,570,83,89,71,173,71,83,1.0,1.0,1.0,1.0,0.5,1.0,2.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0
797,Celesteela,7,steel,flying,Beast Boost,-,570,97,101,103,107,101,61,0.5,2.0,1.0,0.25,2.0,1.0,0.0,0.5,1.0,1.0,0.25,0.5,0.0,0.5,1.0,1.0,0.5,0.5
798,Kartana,7,grass,steel,Beast Boost,-,570,59,181,131,59,31,109,0.5,4.0,0.5,0.25,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,0.0,0.5,1.0,1.0,0.5,0.5
799,Guzzlord,7,dark,dragon,Beast Boost,-,570,223,101,53,97,53,43,1.0,0.5,0.5,0.5,0.5,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,0.5,0.5,4.0,2.0
800,Necrozma,7,psychic,-,Prism Armor,-,600,97,107,101,127,89,79,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0
801,Magearna,7,steel,fairy,Soul-Heart,-,600,80,95,115,130,115,65,0.5,2.0,1.0,0.5,1.0,0.5,2.0,0.5,1.0,0.5,0.25,1.0,0.0,0.5,0.5,1.0,0.5,0.0
